Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Category_pH,Soil_Type,Season
Asparagus,High,Short Day Period,16.05452167,1076.241096,6.244079319,9.017100136,376.8554839,47.1611041,165.7586961,86.43024114,160.7695041,slightly_acidic,Sandy Loam,Spring
Cauliflowers,High,Short Day Period,16.93760255,787.5251517,6.628705118,7.260732803,495.2543571,59.41147558,146.9712119,67.08819684,190.3771537,neutral,Loam,Summer
Chard,High,Day Neutral,18.83549542,717.8739365,6.846122167,12.40563264,965.3894801,46.67334764,113.2072912,246.7113833,343.3485618,neutral,Silt Loam,Fall
Watermelon,Moderate,Day Neutral,35.24682491,685.8254818,6.014124881,6.305350673,307.5275068,91.48420868,100.6890756,72.28761334,62.91127595,slightly_acidic,Sandy Loam,Summer
Beet,High,Short Day Period,19.74033245,702.6978309,6.84411905,6.750672283,115.6647431,99.19061531,133.4594149,159.3408326,130.6110008,neutral,Silt Loam,Spring
Strawberry,Moderate,Short Day Period,18.56350592,740.2695179,6.611097733,11.98252075,492.7345001,93.11028148,189.0285249,117.5735264,237.7299277,neutral,Loam,Spring
Cucumbers,High,Short Day Period,27.33907173,1123.380065,6.780533267,8.289290115,498.6801668,78.32080256,48.20582051,18.04437065,77.34583977,neutral,Sandy Loam,Spring
Cauliflowers,High,Day Neutral,17.59965803,621.7949963,7.124184016,6.677923405,326.3833786,58.68002415,127.1954518,62.51643717,189.6210662,neutral,Loam,Fall
Endive,High,Short Day Period,20.33239789,1261.841966,7.109910259,13.35725232,227.7069561,44.26333146,49.54111487,163.2148573,129.4699315,neutral,Silt Loam,Spring
Arugula,Moderate,Day Neutral,19.72577339,702.3467541,7.091361546,11.56598067,282.1933058,36.83903853,149.177481,320.1645217,161.3311811,neutral,Loam,Fall
Watermelon,High,Short Day Period,34.85197114,789.2986516,6.999442405,6.438163365,268.4442696,90.68719071,88.58558284,30.53064458,64.28297543,neutral,Silt Loam,Spring
Arugula,Moderate,Day Neutral,20.42367882,768.0639881,7.666945368,10.6712358,247.5534473,36.34757086,156.5400211,347.6931857,153.3893563,alkaline,Silt Loam,Fall
Chilli Peppers,Moderate,Short Day Period,18.80882632,1259.331596,6.312214102,9.933614483,627.3913765,72.62749892,340.0733566,143.7156197,584.3916833,slightly_acidic,Silt Loam,Summer
Kale,High,Short Day Period,15.5942522,723.2519016,5.843848881,9.510239831,88.6947201,99.40072245,186.0506757,53.93089638,124.894638,moderately_acidic,Sandy Loam,Fall
Tomatoes,Moderate,Short Day Period,22.26112779,496.0851834,6.371772155,7.248252092,448.0783117,63.32451864,129.6874338,153.1049451,379.3812594,slightly_acidic,Sandy Loam,Spring
Strawberry,Moderate,Day Neutral,23.89552898,680.2446212,6.045677477,12.70338932,473.5888873,90.55547393,188.1171633,112.5579699,242.7460981,slightly_acidic,Loam,Spring
Cauliflowers,High,Short Day Period,14.59611281,809.5237292,6.898871875,6.439231454,591.5520787,57.44584163,143.7134879,98.13333256,182.1983872,neutral,Loam,Fall
Endive,Moderate,Day Neutral,23.76807326,971.0318505,7.154947733,11.44949676,258.5898344,48.1893233,44.52030643,165.2196671,199.0080569,neutral,Loam,Spring
Chilli Peppers,Moderate,Short Day Period,25.28648097,931.3432333,5.999963972,8.483204972,811.5644046,65.26633674,343.8309027,146.6761559,494.3893839,moderately_acidic,Loam,Fall
Endive,High,Short Day Period,19.20277588,1340.316851,6.779103278,12.06909546,204.118316,50.06861705,62.36606072,143.4118021,146.4170826,neutral,Loam,Fall
Endive,High,Short Day Period,18.21803156,1415.496897,7.830321572,11.89320155,241.8613775,49.9087029,59.78872358,104.8984899,106.3643041,alkaline,Silt Loam,Fall
Chard,High,Day Neutral,24.05346947,692.1511219,6.553781131,12.75689377,887.7215196,44.46782157,150.682714,264.231223,380.0219569,neutral,Sandy Loam,Summer
Chard,High,Short Day Period,22.99779424,740.3529729,6.484339755,13.65838609,903.6945937,40.79696217,223.9136289,263.161085,376.2041316,slightly_acidic,Sandy Loam,Fall
Kale,High,Short Day Period,19.29129605,738.7038565,5.956379459,10.04800509,88.7721609,95.92563697,176.3946871,68.4358028,100.8895664,moderately_acidic,Clay Loam,Spring
Green Peas,Moderate,Day Neutral,17.26229005,967.6015367,6.389289035,6.598564792,381.7665305,66.96099607,128.427072,41.50506837,122.5210905,slightly_acidic,Clay Loam,Fall
Spinach,Moderate,Day Neutral,16.98823061,1150.075725,6.921762522,12.44459401,196.7547985,58.97860394,121.7428436,67.1719637,57.47617911,neutral,Sandy Loam,Spring
Cucumbers,High,Short Day Period,25.97953154,1135.931795,7.245224281,9.532890949,586.4044664,70.02596977,49.59234963,41.63833104,73.61987898,neutral,Sandy Loam,Spring
Chilli Peppers,Moderate,Short Day Period,20.78630769,950.862982,6.34416296,8.411766303,565.6355685,66.9841546,393.0563057,143.9682788,559.6164429,slightly_acidic,Loam,Summer
Chard,High,Day Neutral,18.34259326,765.2654128,6.662209697,13.07656794,944.7273598,47.61080822,189.4667304,223.2587064,278.0929195,neutral,Sandy Loam,Summer
Watermelon,Moderate,Short Day Period,39.07120049,530.5011351,6.690464009,7.561399406,280.8410325,89.19250861,94.50755686,47.68959315,40.30596203,neutral,Sandy Loam,Fall
Cress,High,Short Day Period,16.33087719,1128.852237,6.445163635,10.15012801,255.197956,45.09474438,96.21110752,90.70304161,71.63314402,slightly_acidic,Loam,Spring
Tomatoes,High,Short Day Period,25.81241782,439.2958658,6.156301351,8.100492956,684.8320765,53.65013234,134.9076532,163.0392509,301.4666958,slightly_acidic,Sandy Loam,Spring
Watermelon,High,Short Day Period,35.45005205,602.5393125,6.827837374,7.221803979,296.5145867,90.34816903,93.81589798,34.55552198,42.53528272,neutral,Sandy Loam,Winter
Green Peas,Moderate,Day Neutral,15.93351461,1029.211218,6.723885203,7.738407592,324.2646893,64.91256085,162.1077238,49.02822631,122.4100189,neutral,Sandy,Spring
Strawberry,Moderate,Short Day Period,14.20918478,778.1555152,6.795747053,13.94268538,502.2969044,91.72664508,163.6967183,120.499377,234.7507296,neutral,Loam,Spring
Cress,High,Day Neutral,18.40448753,884.6949849,6.33769105,10.56050467,366.4720148,44.01178456,158.5766158,80.38635046,63.04112403,slightly_acidic,Loam,Winter
Cucumbers,High,Short Day Period,25.63173462,1084.870062,6.641797452,8.797928708,507.4647561,68.94380103,48.68397219,27.76847455,68.44717451,neutral,Sandy Loam,Spring
Cress,High,Short Day Period,16.92761377,1254.367026,6.289054326,11.13225261,355.1762746,47.38038024,108.7410862,107.7335206,101.9416226,slightly_acidic,Loam,Spring
Beet,High,Short Day Period,25.30910357,826.923581,6.501012022,6.508864105,135.4937845,99.09853877,126.0955135,139.0382523,95.73633777,neutral,Sandy Loam,Fall
Tomatoes,Moderate,Short Day Period,25.24689098,574.5665772,6.177352881,7.372129992,548.1681664,56.76535527,130.4451597,158.703346,385.1677684,slightly_acidic,Sandy Loam,Summer
Green Peas,High,Day Neutral,18.27992245,1142.278395,5.610502379,6.976045738,307.7188426,67.84944721,178.2628342,53.1897117,111.4387653,moderately_acidic,Sandy,Spring
Chilli Peppers,Moderate,Short Day Period,19.80890079,803.4436488,6.257685371,9.174942266,620.0862785,74.79068534,387.5525397,146.9707034,502.2947392,slightly_acidic,Loam,Fall
Grapes,Moderate,Short Day Period,25.3204144,765.8276794,6.348745747,12.67518447,562.4895606,92.97072266,144.2220137,59.09592378,132.210305,slightly_acidic,Loam,Summer
Potatoes,Moderate,Short Day Period,25.00275759,716.6472509,5.98527959,7.338233687,381.0584082,69.53539298,192.9608974,88.6262639,173.4636727,moderately_acidic,Loam,Fall
Potatoes,Moderate,Short Day Period,21.40451716,583.6291456,6.32223525,6.675879864,466.4699352,78.83381786,229.7141636,95.63640873,187.8774284,slightly_acidic,Sandy Loam,Fall
Endive,High,Short Day Period,18.90694202,1107.752651,7.066496014,13.76010137,214.6701578,52.4228536,54.71005606,100.1937257,208.9075172,neutral,Loam,Winter
Kale,High,Day Neutral,19.92346876,725.5997438,5.666266693,8.536012216,76.34053007,99.35295963,155.7759543,62.97134294,129.4086334,moderately_acidic,Silt Loam,Fall
Kale,High,Short Day Period,18.93239232,688.1351661,5.579131862,10.38865285,76.86759199,94.35131292,165.2030653,55.78034192,141.092548,moderately_acidic,Loam,Winter
Cauliflowers,Moderate,Short Day Period,5.468218582,868.7258683,6.496313137,7.656168989,265.5260992,47.50544939,134.5370564,85.24395771,185.2160948,slightly_acidic,Sandy Clay Loam,Fall
Broccoli,Moderate,Short Day Period,19.26369581,1032.084783,5.955279616,6.15997478,202.9051028,53.05995297,96.933019,92.09035599,140.737498,moderately_acidic,Loam,Summer
Lettuce,Moderate,Short Day Period,15.59506087,1186.27974,6.146449965,14.25128025,354.858481,53.29841448,140.1355991,39.72693865,271.7619571,slightly_acidic,Sandy Loam,Fall
Chard,High,Short Day Period,19.52384267,686.357797,6.552778032,12.24129672,852.1432193,45.92184129,159.6874033,251.9537284,392.927128,neutral,Sandy Loam,Fall
Cabbage,High,Short Day Period,18.90296607,724.5677629,6.925185263,7.968169152,284.5517839,66.93902039,151.494295,74.98737673,174.4222561,neutral,Loam,Spring
Chilli Peppers,Moderate,Short Day Period,22.50654826,747.0482093,6.453264982,8.959041177,390.3616526,75.85466164,310.4966867,146.763458,491.7399528,slightly_acidic,Loam,Spring
Strawberry,Moderate,Day Neutral,20.69830379,754.984933,6.122998703,12.32416729,506.5959367,89.61008352,190.2335199,121.9788859,245.1888345,slightly_acidic,Loam,Spring
Arugula,Moderate,Day Neutral,18.00337929,906.7822515,7.791162452,11.72504193,259.4602378,34.0256479,163.7096148,350.8331677,151.8170271,alkaline,Sandy Clay Loam,Spring
Endive,High,Short Day Period,16.28513044,1308.24945,6.63184149,12.67165256,259.2822079,51.8026556,43.81916437,139.5284055,183.4225928,neutral,Silt Loam,Spring
Beet,High,Short Day Period,21.01810776,656.6008411,6.415480253,6.163815644,101.6300777,99.13678977,116.1375859,150.1810559,104.6352192,slightly_acidic,Sandy Loam,Spring
Watermelon,High,Short Day Period,39.91233582,703.732318,6.730655623,7.185148311,336.1694729,90.75617143,89.93772268,37.32659474,47.75932959,neutral,Sandy Clay Loam,Fall
Spinach,High,Day Neutral,16.37042301,1145.136022,6.424690766,11.49171497,220.5526827,44.97558055,122.2140797,73.16909132,59.36061545,slightly_acidic,Sandy Loam,Fall
Kale,High,Day Neutral,14.9558683,1024.938578,5.488957529,9.237224634,75.2106498,97.6477222,167.5430134,68.63169574,141.4200003,strongly_acidic,Loam,Fall
Broccoli,High,Short Day Period,19.15959435,953.1455542,6.28059992,6.321011241,678.8689817,52.29013753,105.1709114,127.7394838,149.3122346,slightly_acidic,Sandy Loam,Winter
Cress,High,Day Neutral,19.71251874,1824.938486,6.590083936,11.22577129,329.006536,44.00263488,78.96354553,91.97362875,103.4242002,neutral,Sandy Clay Loam,Spring
Strawberry,High,Short Day Period,18.07593944,779.2958772,6.973485607,13.41183655,395.6789126,91.74545566,177.2000986,120.4393545,231.6600078,neutral,Loam,Fall
Kale,High,Day Neutral,19.92499645,814.1199959,5.364418393,9.543175092,83.45827854,93.60130889,153.1040902,73.77684048,141.1629675,strongly_acidic,Loam,Spring
Arugula,High,Short Day Period,22.73542719,893.9814179,7.282033625,10.55896854,282.754799,37.12590807,158.6291348,326.7316006,165.2034961,neutral,Sandy Clay Loam,Spring
Chilli Peppers,Moderate,Short Day Period,21.09356608,731.0267965,5.836335896,8.460517041,601.5186866,72.67836657,316.6916796,139.8305005,550.3172487,moderately_acidic,Loam,Spring
Asparagus,Moderate,Short Day Period,25.11374211,1037.773446,6.57948624,9.463723993,434.0241625,47.85926138,156.8328132,76.70403642,185.8384058,neutral,Silt Loam,Fall
Potatoes,Moderate,Short Day Period,18.99280384,679.0016053,5.409477679,6.424941357,301.5585658,65.62625617,202.2628698,111.4974387,260.7767489,strongly_acidic,Loam,Fall
Cabbage,High,Short Day Period,22.80680761,569.1440409,6.737189439,6.911456043,571.210348,84.82551947,143.365171,71.04904938,191.9547479,neutral,Sandy Loam,Spring
Strawberry,Moderate,Short Day Period,24.58612468,841.8112767,6.552354391,12.47589471,404.3001915,91.97224272,194.4331557,107.3287439,244.4947849,neutral,Silt Loam,Winter
Broccoli,High,Short Day Period,19.04106849,568.3186365,6.599139493,7.016064403,380.7199853,54.89149238,115.9671098,110.7438056,172.3263991,neutral,Sandy Clay Loam,Spring
Beet,Moderate,Short Day Period,16.40254348,621.9246619,6.311546602,6.949715145,150.8244747,98.71405825,125.2168811,156.5273788,92.93361726,slightly_acidic,Sandy Loam,Spring
Spinach,High,Short Day Period,15.82431082,1036.866886,6.526861319,11.50162329,206.7807863,66.30480566,127.0649879,76.53306988,58.95147188,neutral,Clay Loam,Fall
Endive,High,Day Neutral,16.37669164,1081.63143,6.989664028,13.41821031,237.6526669,53.75808793,54.90585997,154.3082263,154.5194898,neutral,Loam,Spring
Asparagus,High,Short Day Period,19.05697146,758.2027742,6.301595612,8.912021717,322.7783834,51.56948519,149.2262085,99.2463272,179.5028656,slightly_acidic,Sandy Loam,Spring
Chard,High,Day Neutral,25.05536956,634.9183034,6.383025394,12.81251885,917.7604603,44.32127338,175.2226971,333.6747301,350.0557129,slightly_acidic,Silt Loam,Fall
Chard,High,Short Day Period,28.28302121,722.7316938,6.056978685,14.08111014,944.2923018,50.46169604,194.5660056,288.7821452,450.5482405,slightly_acidic,Loam,Fall
Eggplants,High,Short Day Period,24.94470873,1477.872919,6.432738618,8.86846693,506.170821,51.41849879,149.2489264,159.596081,221.1470577,slightly_acidic,Sandy Loam,Fall
Strawberry,Moderate,Short Day Period,19.78746564,757.8956766,6.353066071,12.72294295,514.2333784,92.93896503,181.516825,127.6975539,238.7955445,slightly_acidic,Sandy Clay Loam,Summer
Lettuce,High,Short Day Period,17.63121342,1187.071601,6.966236613,15.05729755,526.0408747,53.41005625,142.0447637,44.71114911,235.3457676,neutral,Loam,Fall
Endive,High,Short Day Period,19.20389826,1223.539345,6.951441259,12.5493853,253.8187073,57.36629509,47.94898597,68.25177,167.0399332,neutral,Silt Loam,Spring
Kale,Moderate,Day Neutral,18.94038044,675.0545123,5.781527248,8.557528542,69.90371647,94.52245994,168.42898,57.85674405,132.3854304,moderately_acidic,Sandy Clay Loam,Spring
Spinach,High,Short Day Period,13.90744036,942.4740115,7.769044356,10.42192491,187.9881428,51.6591798,118.6242725,73.11053712,59.86906734,alkaline,Sandy Clay Loam,Winter
Spinach,High,Short Day Period,13.8160147,915.6468479,6.746716174,14.47330543,232.9091372,52.49082187,122.205861,58.51715232,63.41628538,neutral,Sandy Loam,Winter
Potatoes,Moderate,Short Day Period,21.77861761,647.9722232,5.66097607,6.630913447,347.4157007,74.57282793,186.0438168,112.5371671,217.0034618,moderately_acidic,Clay Loam,Winter
Chard,High,Day Neutral,21.74480433,784.988106,6.795260457,13.2425048,964.2054326,45.37974679,154.7715561,256.9325216,360.1742198,neutral,Loam,Spring
Arugula,Moderate,Short Day Period,17.73321648,424.0223857,7.663177115,10.3271351,318.3830032,33.44368339,161.7686496,348.5353905,174.024983,alkaline,Loam,Spring
Spinach,High,Day Neutral,15.63217991,966.2064092,6.942590752,12.42610749,174.7560152,70.6971656,118.8624248,70.59813744,55.69450451,neutral,Clay Loam,Spring
Radicchio,High,Day Neutral,21.48197963,2442.236704,7.143063954,6.447322403,238.2996487,93.04553785,132.5488766,44.5610474,94.26832564,neutral,Loam,Summer
Potatoes,Moderate,Short Day Period,22.40365702,651.7288593,5.91496066,8.431701645,476.1219793,72.12729135,198.1775494,89.34269137,203.9684457,moderately_acidic,Loam,Fall
Beet,High,Short Day Period,19.127299,734.2608757,6.222178622,6.027380432,132.9923945,98.92522085,134.6965941,150.875396,103.3223204,slightly_acidic,Sandy Loam,Fall
Asparagus,High,Short Day Period,22.70076625,1103.784603,6.3010018,9.249029948,400.7456115,57.6801921,155.6223475,60.0830303,170.9794329,slightly_acidic,Sandy Loam,Spring
Beet,High,Day Neutral,19.74857843,784.2090921,6.431190452,6.515727542,102.9848514,99.13634115,134.6707402,173.0891412,75.686274,slightly_acidic,Sandy Loam,Fall
Arugula,Moderate,Day Neutral,13.78599579,866.5456312,6.785645631,11.27694567,266.8576211,37.81988613,161.9394783,325.4975508,155.8292696,neutral,Sandy Clay Loam,Fall
Broccoli,High,Short Day Period,19.44369388,1065.181662,6.722980693,7.439758666,330.180586,59.61541308,101.4400889,102.841302,164.5936125,neutral,Loam,Winter
Cauliflowers,High,Short Day Period,19.58990659,771.0400403,6.399945416,6.682260167,536.6090032,53.19979515,118.6094176,107.8966892,184.3591178,slightly_acidic,Loam,Winter
Tomatoes,High,Day Neutral,23.46607673,434.8755691,6.058800399,7.126541316,739.5399622,54.38867617,140.1306714,179.7920356,324.6723132,slightly_acidic,Clay Loam,Spring
Asparagus,High,Short Day Period,18.37904076,1114.286043,6.189477833,7.650190011,355.0092451,52.29144874,163.7508417,66.48415633,187.642979,slightly_acidic,Silt Loam,Spring
Watermelon,High,Short Day Period,31.46372025,820.5070342,6.0613822,6.379839812,278.2527084,89.91425869,90.23819317,53.9859421,38.26356576,slightly_acidic,Sandy Loam,Spring
Chard,High,Day Neutral,20.21993683,733.803667,6.593175846,11.96738586,922.0990825,47.83606472,187.1311325,359.3731022,260.115318,neutral,Sandy Loam,Fall
Endive,Moderate,Day Neutral,15.66766833,1374.411196,6.591971071,12.7405391,266.3924951,45.71864235,50.86100762,122.9055336,221.1935187,neutral,Loam,Spring
Strawberry,Moderate,Day Neutral,12.70023756,753.4606777,6.731433505,11.64462497,360.2441076,91.63150379,151.8798248,126.9756487,227.6555842,neutral,Loam,Spring
Beet,High,Short Day Period,18.4567748,724.0891169,6.318881035,6.706711855,124.4453524,98.87591374,125.529445,175.5473713,104.4935005,slightly_acidic,Sandy Loam,Spring
Potatoes,Moderate,Short Day Period,14.74926308,710.9418516,4.950438186,6.882350723,445.7120978,64.54218976,225.0640428,65.69405027,206.4486253,strongly_acidic,Loam,Fall
Watermelon,High,Short Day Period,38.16701894,576.2683874,6.560323604,5.930805291,298.1454656,90.18170838,94.49315554,44.55049605,70.12637524,neutral,Sandy Loam,Winter
Lettuce,Moderate,Long Day Period,19.84750059,1349.407859,6.346852707,13.26325013,373.2722692,57.7335391,133.418653,44.75648966,216.1699844,slightly_acidic,Sandy Loam,Spring
Eggplants,High,Short Day Period,22.14001519,1337.421027,6.760652712,7.406991569,356.6857595,57.06407117,142.8455007,153.5804789,223.9109132,neutral,Sandy Loam,Summer
Lettuce,Moderate,Long Day Period,19.58928089,1259.108673,6.36428816,14.28385118,479.6720141,58.75703133,143.8214889,45.22612144,235.346059,slightly_acidic,Sandy Loam,Spring
Radicchio,Moderate,Short Day Period,24.42769884,1727.109281,6.674576676,5.80627007,101.3142322,85.38823276,122.9078939,39.88581223,74.89969958,neutral,Loam,Spring
Green Peas,Moderate,Day Neutral,18.17978098,1167.612059,5.945072044,7.577980601,283.6332158,66.98600599,154.5984114,39.03451255,120.6873411,moderately_acidic,Sandy,Spring
Eggplants,High,Short Day Period,22.96797111,1679.775239,6.065789797,8.967961399,419.6781458,52.36114569,145.8963968,158.7332887,226.5224357,slightly_acidic,Sandy Loam,Spring
Grapes,Moderate,Day Neutral,17.19983974,829.038276,6.255967679,12.56191523,566.5057167,89.43620138,122.9134108,69.12471258,119.7899859,slightly_acidic,Clay Loam,Fall
Potatoes,Moderate,Day Neutral,15.82861481,623.8118926,6.144349375,6.562344506,521.3370766,67.51902518,201.2874863,65.34784068,267.9502343,slightly_acidic,Loam,Fall
Kale,High,Day Neutral,23.99398343,334.8990026,5.48597238,10.09074033,76.86924557,95.75772216,173.0031296,58.5999858,122.0814212,strongly_acidic,Loam,Fall
Lettuce,Moderate,Long Day Period,18.45371248,1173.778218,6.464310053,14.42300457,515.1682577,60.88807798,137.4164369,49.19717333,220.7283878,slightly_acidic,Loam,Winter
Eggplants,High,Short Day Period,26.48535043,1576.192048,6.081976736,8.486896482,576.5326001,50.62395699,148.2884931,153.654117,217.8307282,slightly_acidic,Sandy Loam,Fall
Strawberry,Moderate,Day Neutral,13.97216574,711.3329966,6.19112113,13.9549932,494.8688171,96.36335313,187.6552012,122.1596808,234.5440481,slightly_acidic,Loam,Spring
Cress,High,Short Day Period,17.57549286,1155.972482,6.673186771,10.62188075,270.7226849,46.93492117,92.0743596,123.8076875,110.1474003,neutral,Loam,Fall
Chard,High,Short Day Period,19.57300583,717.7239565,6.937367194,13.47223608,941.663586,42.32900434,160.0770143,311.4643669,393.1375393,neutral,Loam,Spring
Potatoes,High,Short Day Period,17.6225884,711.4543826,5.616325974,6.065043641,469.1310897,63.07750164,278.4642232,84.39109176,186.9652621,moderately_acidic,Loam,Fall
Chard,Moderate,Day Neutral,19.89632562,664.5550303,5.988767476,12.79080356,941.4898376,45.35065763,102.6774735,191.2201328,259.7821104,moderately_acidic,Sandy Loam,Winter
Beet,High,Short Day Period,19.29961773,788.6285303,6.170204956,6.345569479,92.31000667,99.19648296,111.1400142,162.6241607,90.62082255,slightly_acidic,Sandy Loam,Spring
Eggplants,High,Short Day Period,22.64652113,1525.264166,5.918040027,8.956665447,743.8157729,56.24476049,145.7604602,157.0330638,211.0203124,moderately_acidic,Sandy Loam,Fall
Cauliflowers,High,Short Day Period,26.76599488,947.2987579,6.36171677,6.620010484,463.1577244,54.77951887,161.7939041,73.7252556,182.0498773,slightly_acidic,Loam,Winter
Eggplants,High,Short Day Period,25.82826414,1361.872789,6.438809929,9.062094202,385.8976978,51.41254464,145.9393316,152.8066968,218.1336008,slightly_acidic,Sandy Loam,Summer
Kale,High,Day Neutral,17.82984799,471.0948712,5.756751927,8.972878897,92.41834929,90.76942157,150.0656714,61.21604052,122.3868661,moderately_acidic,Loam,Winter
Spinach,Moderate,Short Day Period,18.11778857,922.1868766,6.987919378,10.75609718,205.9563331,75.00919254,121.5360764,73.99616689,59.19957702,neutral,Sandy Loam,Spring
Cabbage,High,Day Neutral,14.13952846,545.5160321,6.181991175,6.909188809,242.6859666,73.00661774,158.4415121,51.12573228,184.4305548,slightly_acidic,Loam,Fall
Strawberry,Moderate,Day Neutral,21.5708812,746.5193552,6.449266687,13.03374024,475.3598591,92.53857916,129.6670051,124.6090848,243.3918527,slightly_acidic,Loam,Summer
Endive,High,Short Day Period,18.50774884,989.1846591,7.357295588,13.2692829,267.7621784,62.98284674,49.4428149,117.600794,229.6093399,alkaline,Clay Loam,Winter
Lettuce,Moderate,Short Day Period,12.66603234,1162.952213,6.696859811,14.46157596,548.8835412,69.81365446,149.07471,41.41931661,210.8250628,neutral,Sandy Clay Loam,Spring
Chilli Peppers,Moderate,Short Day Period,26.58796363,836.6364013,6.3615261,8.168557117,655.289798,70.35123993,392.9033932,145.8561843,548.6796001,slightly_acidic,Loam,Summer
Radicchio,Moderate,Short Day Period,15.85823465,877.4163612,6.859960191,4.359219318,315.2667164,92.54083094,132.3860635,36.96913341,87.23928731,neutral,Loam,Spring
Radicchio,Moderate,Short Day Period,20.32126687,2133.717043,6.948414753,7.198440133,207.6022324,89.0197357,131.4181198,38.84172046,78.36563706,neutral,Loam,Spring
Cauliflowers,High,Short Day Period,18.80465484,1045.707536,5.847918784,7.171125896,333.94171,53.49851596,134.1762743,94.60791723,192.274465,moderately_acidic,Silt Loam,Winter
Cucumbers,High,Short Day Period,30.29392316,1068.97304,7.840586686,9.272318444,701.812638,68.23601229,48.27752581,19.18442034,66.32199118,alkaline,Sandy Loam,Summer
Broccoli,High,Short Day Period,20.43777985,936.296696,6.551315664,7.269917324,379.5158921,57.70551245,111.9525765,89.97631424,159.0009878,neutral,Sandy Loam,Spring
Endive,High,Day Neutral,16.53279998,1125.340004,7.551983466,12.83102364,241.27269,54.59052883,48.06177898,98.17938358,160.576182,alkaline,Sandy Clay Loam,Spring
Cucumbers,High,Short Day Period,18.93833207,1125.150939,7.915358626,9.052617736,253.8526385,60.86212541,47.34298859,33.1909359,68.02203382,alkaline,Sandy Loam,Summer
Arugula,Moderate,Short Day Period,20.06948384,815.7778767,7.479004324,10.66668083,218.6967517,33.2634038,148.0494781,356.8120332,163.7296094,alkaline,Clay Loam,Fall
Chard,High,Day Neutral,19.76464133,787.3459537,6.171739956,13.2959705,921.250678,47.47560739,196.4859738,346.8319655,290.1337661,slightly_acidic,Loam,Spring
Lettuce,Moderate,Long Day Period,12.02350666,1264.78826,6.301561123,13.6120998,460.3446688,63.94865921,136.7999796,45.86415851,212.6776877,slightly_acidic,Sandy Loam,Fall
Green Peas,Moderate,Short Day Period,21.59540255,909.556633,5.849147404,7.177170664,311.1798581,66.85829406,128.3132259,44.64046473,121.8632353,moderately_acidic,Sandy,Spring
Eggplants,High,Day Neutral,24.73293578,1694.867213,5.934823496,9.106586217,756.1642051,52.59336163,143.5183596,156.448327,218.8538573,moderately_acidic,Sandy Loam,Spring
Strawberry,Moderate,Day Neutral,23.08390345,721.9703182,6.679202129,13.30127424,565.1588077,93.54245503,174.9269838,112.8260239,246.3162173,neutral,Loam,Spring
Strawberry,Moderate,Short Day Period,21.04715797,993.1791718,6.360818586,12.64758254,515.9627906,93.86338309,198.1319202,125.1857009,236.5757855,slightly_acidic,Clay Loam,Summer
Cress,High,Day Neutral,20.20431454,1480.272057,6.120359034,11.09972894,263.0357725,44.00378503,114.1470473,107.7693482,101.6907844,slightly_acidic,Loam,Summer
Grapes,Moderate,Day Neutral,20.11302593,729.9877166,6.525933984,13.75682781,578.3099985,92.95201497,156.6587418,59.63159541,123.3109132,neutral,Silt Loam,Summer
Beet,High,Short Day Period,16.9575331,765.1455483,6.415110937,6.656905247,132.3986044,98.31514755,112.5185036,157.5972621,93.24326364,slightly_acidic,Clay Loam,Fall
Green Peas,Moderate,Short Day Period,17.15989937,969.2745833,6.133040051,7.304646207,228.2918348,63.97475873,138.1926961,37.37633443,116.7345687,slightly_acidic,Sandy,Fall
Cabbage,High,Short Day Period,15.38399959,796.8005383,6.381312,6.680845098,399.8993594,79.87128672,130.4530869,73.02059663,185.9174354,slightly_acidic,Clay Loam,Fall
Radicchio,Moderate,Short Day Period,26.01770503,1910.768583,6.639090698,6.629125154,190.2283543,95.9395077,130.6686686,41.4799963,74.52692512,neutral,Loam,Fall
Strawberry,Moderate,Short Day Period,23.99239838,812.7346989,6.709173212,13.62819871,579.2317961,94.20516569,177.1153591,124.8909381,243.6202022,neutral,Loam,Summer
Tomatoes,High,Short Day Period,26.94968431,512.992892,6.063405582,6.314080175,436.7616294,58.71569678,145.4598911,157.5572703,243.4239438,slightly_acidic,Clay Loam,Spring
Asparagus,High,Day Neutral,31.09583266,934.4805356,6.600943578,8.270298347,407.4030842,48.05757359,168.0168958,106.7123255,182.2978871,neutral,Sandy Loam,Summer
Cauliflowers,High,Short Day Period,24.42965093,992.4851814,6.568939334,6.753063378,509.8355802,54.04370656,122.8093203,50.28431073,197.1533275,neutral,Loam,Fall
Cress,High,Short Day Period,18.36275894,1420.373531,6.675530929,10.92997663,230.0183285,46.81070453,124.2920946,81.98737645,125.2417277,neutral,Loam,Fall
Asparagus,High,Short Day Period,33.11006682,929.2592793,6.731616905,8.191944116,429.6773613,52.45709256,181.3770706,79.74386027,179.891245,neutral,Loam,Spring
Cabbage,High,Short Day Period,15.92963612,570.9645134,7.199658008,8.532100307,556.8543007,84.43324542,127.2195102,90.59379572,190.7213646,neutral,Loam,Spring
Beet,High,Short Day Period,20.48525538,712.4107737,6.605003422,6.590492601,138.2001364,98.54370606,125.3808297,136.2568346,98.85454571,neutral,Silt Loam,Fall
Broccoli,High,Day Neutral,18.37771968,1084.614621,6.606911048,6.62792675,501.6721799,53.67089735,97.12781125,98.61055189,136.6297956,neutral,Sandy Loam,Summer
